,Date,Open,High,Low,Close
146,2020-06-04,"1,286.09","1,286.09","1,260.47","1,269.94"
145,2020-06-05,"1,272.46","1,303.51","1,272.46","1,296.44"
144,2020-06-08,"1,296.41","1,309.01","1,295.55","1,308.95"
143,2020-06-09,"1,307.69","1,307.69","1,289.38","1,292.08"
142,2020-06-10,"1,293.49","1,299.81","1,281.44","1,289.72"
141,2020-06-11,"1,286.74","1,286.74","1,216.02","1,217.51"
140,2020-06-12,"1,222.20","1,254.69","1,205.87","1,231.53"
139,2020-06-15,"1,227.33","1,254.05","1,202.57","1,251.99"
138,2020-06-16,"1,258.30","1,285.72","1,255.22","1,273.65"
137,2020-06-17,"1,275.08","1,284.20","1,272.40","1,274.90"
136,2020-06-18,"1,274.88","1,282.14","1,270.34","1,278.67"
135,2020-06-19,"1,281.06","1,296.00","1,268.61","1,276.36"
134,2020-06-22,"1,276.82","1,289.45","1,270.56","1,287.04"
133,2020-06-23,"1,288.29","1,298.47","1,284.23","1,286.11"
132,2020-06-24,"1,284.95","1,284.95","1,240.45","1,249.45"
131,2020-06-25,"1,249.42","1,265.44","1,236.09","1,264.72"
130,2020-06-26,"1,264.80","1,265.40","1,245.28","1,246.44"
129,2020-06-29,"1,247.63","1,253.65","1,231.30","1,253.03"
128,2020-06-30,"1,252.97","1,279.40","1,252.97","1,275.66"
127,2020-07-01,"1,276.56","1,293.42","1,273.07","1,288.50"
126,2020-07-02,"1,291.43","1,305.48","1,291.43","1,295.31"
125,2020-07-06,"1,297.55","1,322.20","1,297.55","1,309.44"
124,2020-07-07,"1,308.85","1,320.52","1,300.00","1,300.81"
123,2020-07-08,"1,302.74","1,318.91","1,302.74","1,318.87"
122,2020-07-09,"1,320.66","1,329.14","1,301.95","1,323.94"
121,2020-07-10,"1,323.88","1,324.61","1,310.34","1,319.51"
120,2020-07-13,"1,322.19","1,332.19","1,280.96","1,282.62"
119,2020-07-14,"1,282.16","1,303.74","1,260.95","1,303.41"
118,2020-07-15,"1,304.54","1,323.27","1,304.54","1,321.70"
117,2020-07-16,"1,317.91","1,317.91","1,303.61","1,313.72"
116,2020-07-17,"1,315.41","1,333.36","1,315.09","1,330.91"
115,2020-07-20,"1,332.11","1,357.42","1,332.11","1,355.03"
114,2020-07-21,"1,357.14","1,362.84","1,347.01","1,349.91"
