,Date,Open,High,Low,Close
73,2021-09-17,"1,899.03","1,900.55","1,881.12","1,889.58"
72,2021-09-20,"1,887.61","1,887.61","1,834.25","1,856.60"
71,2021-09-21,"1,857.54","1,873.08","1,850.58","1,860.29"
70,2021-09-22,"1,860.89","1,889.16","1,860.89","1,882.93"
69,2021-09-23,"1,883.91","1,911.92","1,883.91","1,905.85"
68,2021-09-24,"1,905.05","1,905.05","1,888.78","1,902.41"
67,2021-09-27,"1,902.06","1,902.06","1,875.71","1,882.24"
66,2021-09-28,"1,878.68","1,878.68","1,824.70","1,825.66"
65,2021-09-29,"1,827.13","1,841.24","1,816.36","1,817.80"
64,2021-09-30,"1,818.63","1,831.89","1,808.39","1,808.65"
63,2021-10-01,"1,809.74","1,830.73","1,791.17","1,824.42"
62,2021-10-04,"1,823.70","1,823.70","1,774.12","1,783.30"
61,2021-10-05,"1,784.59","1,815.67","1,784.59","1,802.46"
60,2021-10-06,"1,800.58","1,812.97","1,783.26","1,811.17"
59,2021-10-07,"1,812.74","1,849.33","1,812.74","1,835.42"
58,2021-10-08,"1,835.69","1,840.06","1,818.98","1,819.64"
57,2021-10-11,"1,819.27","1,832.72","1,808.81","1,809.02"
56,2021-10-12,"1,810.77","1,830.76","1,810.77","1,822.41"
55,2021-10-13,"1,823.29","1,846.26","1,823.29","1,844.09"
54,2021-10-14,"1,846.01","1,880.57","1,846.01","1,877.19"
53,2021-10-15,"1,877.90","1,890.09","1,877.90","1,881.46"
52,2021-10-18,"1,881.15","1,899.07","1,873.81","1,898.75"
51,2021-10-19,"1,899.41","1,914.88","1,899.41","1,908.31"
50,2021-10-20,"1,909.61","1,916.29","1,904.17","1,910.71"
49,2021-10-21,"1,910.69","1,932.57","1,909.67","1,932.34"
48,2021-10-22,"1,931.41","1,937.54","1,918.02","1,926.10"
47,2021-10-25,"1,926.64","1,940.88","1,920.53","1,932.74"
46,2021-10-26,"1,933.86","1,945.14","1,920.27","1,923.75"
45,2021-10-27,"1,923.23","1,931.27","1,899.06","1,899.08"
44,2021-10-28,"1,899.71","1,925.11","1,899.71","1,925.02"
43,2021-10-29,"1,923.90","1,936.45","1,917.62","1,934.99"
42,2021-11-01,"1,935.07","1,950.28","1,935.07","1,950.27"
41,2021-11-02,"1,950.55","1,952.84","1,942.28","1,949.85"
40,2021-11-03,"1,949.90","1,954.08","1,937.94","1,953.52"
39,2021-11-04,"1,954.50","1,972.75","1,954.50","1,964.80"
38,2021-11-05,"1,964.28","1,977.50","1,950.99","1,960.72"
37,2021-11-08,"1,961.43","1,980.78","1,961.43","1,978.81"
36,2021-11-09,"1,979.52","1,988.94","1,968.69","1,983.27"
35,2021-11-10,"1,982.61","1,982.61","1,933.13","1,942.81"
34,2021-11-11,"1,943.85","1,958.02","1,943.85","1,949.88"
33,2021-11-12,"1,951.05","1,973.85","1,951.05","1,973.55"
32,2021-11-15,"1,973.87","1,978.66","1,962.67","1,966.42"
31,2021-11-16,"1,966.80","1,989.91","1,964.41","1,987.87"
30,2021-11-17,"1,987.75","1,988.55","1,962.19","1,968.78"
29,2021-11-18,"1,969.11","1,975.53","1,948.89","1,957.84"
28,2021-11-19,"1,959.04","1,965.64","1,948.29","1,949.58"
27,2021-11-22,"1,949.51","1,954.62","1,909.20","1,914.16"
26,2021-11-23,"1,912.92","1,919.11","1,873.01","1,895.98"
25,2021-11-24,"1,894.45","1,914.52","1,874.08","1,914.28"
24,2021-11-26,"1,913.33","1,913.33","1,875.83","1,880.99"
23,2021-11-29,"1,883.21","1,908.60","1,880.18","1,897.00"
22,2021-11-30,"1,896.57","1,898.26","1,846.88","1,852.20"
21,2021-12-01,"1,854.68","1,876.72","1,795.01","1,795.50"
20,2021-12-02,"1,795.30","1,839.57","1,795.30","1,832.77"
19,2021-12-03,"1,833.71","1,842.66","1,764.44","1,786.24"
18,2021-12-06,"1,785.97","1,803.74","1,763.59","1,795.35"
17,2021-12-07,"1,797.50","1,861.62","1,797.50","1,852.44"
16,2021-12-08,"1,852.53","1,880.03","1,846.47","1,877.65"
15,2021-12-09,"1,877.27","1,880.94","1,836.45","1,836.50"
14,2021-12-10,"1,837.74","1,854.70","1,823.17","1,832.57"
13,2021-12-13,"1,832.64","1,836.77","1,807.02","1,817.25"
12,2021-12-14,"1,815.07","1,815.07","1,771.29","1,788.54"
11,2021-12-15,"1,788.61","1,822.23","1,769.02","1,821.42"
10,2021-12-16,"1,822.42","1,831.21","1,776.44","1,785.90"
9,2021-12-17,"1,784.96","1,811.01","1,758.63","1,799.11"
8,2021-12-20,"1,797.21","1,797.21","1,756.45","1,770.47"
7,2021-12-21,"1,771.94","1,826.31","1,771.94","1,825.98"
6,2021-12-22,"1,825.77","1,841.31","1,820.90","1,841.05"
5,2021-12-23,"1,841.46","1,860.51","1,841.46","1,854.97"
4,2021-12-27,"1,856.34","1,874.05","1,856.10","1,873.79"
3,2021-12-28,"1,874.52","1,880.69","1,856.23","1,859.39"
2,2021-12-29,"1,859.65","1,865.07","1,849.64","1,862.20"
1,2021-12-30,"1,862.95","1,881.62","1,862.95","1,865.76"
0,2021-12-31,"1,863.20","1,869.54","1,857.71","1,857.71"
250,2022-01-03,"1,858.29","1,862.80","1,827.21","1,839.60"
249,2022-01-04,"1,858.29","1,862.80","1,792.52","1,814.66"
248,2022-01-05,"1,812.92","1,812.92","1,742.68","1,742.91"
247,2022-01-06,"1,743.04","1,763.35","1,719.36","1,746.97"
246,2022-01-07,"1,746.51","1,758.23","1,717.26","1,717.35"
245,2022-01-10,"1,716.45","1,717.78","1,660.85","1,717.05"
244,2022-01-11,"1,716.67","1,745.18","1,709.16","1,743.41"
243,2022-01-12,"1,743.71","1,765.01","1,728.24","1,737.49"
242,2022-01-13,"1,737.68","1,743.36","1,688.05","1,690.53"
241,2022-01-14,"1,689.88","1,689.88","1,652.64","1,680.46"
240,2022-01-18,"1,678.06","1,678.06","1,633.38","1,636.00"
239,2022-01-19,"1,636.40","1,660.13","1,624.27","1,624.63"
238,2022-01-20,"1,624.93","1,665.14","1,602.66","1,604.38"
237,2022-01-21,"1,603.81","1,609.47","1,564.81","1,565.97"
236,2022-01-24,"1,565.52","1,598.17","1,497.08","1,596.39"
235,2022-01-25,"1,592.76","1,592.76","1,534.33","1,547.22"
234,2022-01-26,"1,548.90","1,592.12","1,518.46","1,531.15"
233,2022-01-27,"1,532.93","1,560.23","1,504.77","1,508.52"
232,2022-01-28,"1,508.92","1,552.49","1,488.59","1,552.46"
231,2022-01-31,"1,553.10","1,617.82","1,553.10","1,617.65"
230,2022-02-01,"1,617.73","1,637.59","1,600.14","1,636.04"
229,2022-02-02,"1,636.67","1,644.64","1,617.06","1,631.22"
228,2022-02-03,"1,630.03","1,630.03","1,580.40","1,583.10"
227,2022-02-04,"1,582.76","1,619.56","1,576.93","1,605.91"
226,2022-02-07,"1,605.61","1,629.60","1,602.80","1,606.69"
225,2022-02-08,"1,606.51","1,629.46","1,594.10","1,626.22"
224,2022-02-09,"1,626.96","1,674.09","1,626.96","1,673.91"
223,2022-02-10,"1,672.95","1,688.39","1,638.51","1,648.12"
222,2022-02-11,"1,648.26","1,660.34","1,597.66","1,606.36"
221,2022-02-14,"1,606.23","1,620.26","1,586.10","1,596.27"
220,2022-02-15,"1,597.26","1,640.99","1,597.26","1,638.99"
219,2022-02-16,"1,637.16","1,638.27","1,611.65","1,634.02"
218,2022-02-17,"1,633.91","1,633.91","1,578.92","1,581.34"
217,2022-02-18,"1,581.33","1,590.84","1,552.74","1,559.34"
216,2022-02-22,"1,559.71","1,567.65","1,526.48","1,537.54"
215,2022-02-23,"1,538.62","1,552.97","1,496.72","1,497.31"
214,2022-02-24,"1,497.30","1,562.51","1,457.70","1,560.97"
213,2022-02-25,"1,561.13","1,593.56","1,542.70","1,593.44"
212,2022-02-28,"1,593.59","1,607.27","1,576.19","1,596.81"
211,2022-03-01,"1,597.19","1,601.82","1,564.59","1,574.22"
210,2022-03-02,"1,574.77","1,606.41","1,571.23","1,600.95"
209,2022-03-03,"1,601.62","1,607.92","1,560.64","1,567.36"
208,2022-03-04,"1,566.88","1,566.88","1,522.57","1,537.77"
207,2022-03-07,"1,538.02","1,542.15","1,469.13","1,469.19"
206,2022-03-08,"1,469.12","1,499.94","1,451.05","1,464.00"
205,2022-03-09,"1,465.83","1,526.99","1,465.83","1,520.44"
204,2022-03-10,"1,518.73","1,518.73","1,487.49","1,509.49"
203,2022-03-11,"1,510.06","1,522.53","1,470.50","1,471.09"
202,2022-03-14,"1,470.63","1,483.11","1,434.30","1,441.76"
201,2022-03-15,"1,441.35","1,479.12","1,441.35","1,477.18"
200,2022-03-16,"1,478.29","1,538.90","1,478.29","1,538.69"
199,2022-03-17,"1,538.22","1,571.91","1,526.91","1,571.90"
198,2022-03-18,"1,572.24","1,612.16","1,566.67","1,610.43"
197,2022-03-21,"1,609.45","1,611.29","1,576.32","1,593.48"
196,2022-03-22,"1,592.96","1,625.84","1,592.96","1,621.05"
195,2022-03-23,"1,619.69","1,620.17","1,591.07","1,593.18"
194,2022-03-24,"1,594.50","1,618.30","1,584.59","1,618.24"
193,2022-03-25,"1,619.22","1,623.59","1,589.66","1,607.14"
192,2022-03-28,"1,606.20","1,623.94","1,593.67","1,623.93"
191,2022-03-29,"1,624.45","1,672.53","1,624.45","1,667.63"
190,2022-03-30,"1,666.83","1,666.83","1,636.59","1,643.95"
189,2022-03-31,"1,644.20","1,651.72","1,621.19","1,621.26"
188,2022-04-01,"1,621.60","1,636.07","1,616.26","1,630.71"
187,2022-04-04,"1,631.03","1,652.70","1,631.03","1,651.98"
186,2022-04-05,"1,652.04","1,652.04","1,611.68","1,615.89"
185,2022-04-06,"1,614.63","1,614.63","1,567.16","1,582.84"
184,2022-04-07,"1,582.19","1,597.98","1,564.45","1,589.36"
183,2022-04-08,"1,587.50","1,594.34","1,571.56","1,576.00"
182,2022-04-11,"1,574.76","1,574.76","1,554.60","1,556.60"
181,2022-04-12,"1,559.53","1,595.11","1,543.76","1,548.30"
180,2022-04-13,"1,548.40","1,586.31","1,548.40","1,583.72"
179,2022-04-14,"1,583.95","1,588.68","1,556.82","1,557.08"
178,2022-04-18,"1,553.68","1,553.68","1,528.03","1,539.39"
177,2022-04-19,"1,539.36","1,584.83","1,539.36","1,582.19"
176,2022-04-20,"1,583.28","1,592.74","1,572.49","1,574.18"
175,2022-04-21,"1,581.06","1,597.01","1,523.81","1,527.67"
174,2022-04-22,"1,525.15","1,525.98","1,483.91","1,484.53"
173,2022-04-25,"1,479.24","1,507.13","1,469.68","1,506.81"
172,2022-04-26,"1,498.23","1,498.23","1,452.35","1,452.42"
171,2022-04-27,"1,453.09","1,478.06","1,444.67","1,450.16"
170,2022-04-28,"1,455.10","1,495.62","1,441.39","1,486.85"
169,2022-04-29,"1,482.66","1,500.52","1,436.76","1,438.35"
168,2022-05-02,"1,437.51","1,458.21","1,419.94","1,457.75"
167,2022-05-03,"1,456.75","1,465.68","1,444.86","1,454.29"
166,2022-05-04,"1,455.32","1,495.79","1,423.87","1,493.50"
165,2022-05-05,"1,481.67","1,481.67","1,405.81","1,421.45"
164,2022-05-06,"1,417.16","1,417.16","1,362.28","1,385.05"
163,2022-05-09,"1,379.24","1,379.24","1,303.57","1,309.14"
162,2022-05-10,"1,318.86","1,344.02","1,285.27","1,316.89"
161,2022-05-11,"1,312.85","1,332.49","1,274.73","1,276.51"
160,2022-05-12,"1,271.05","1,313.03","1,257.28","1,296.79"
159,2022-05-13,"1,303.86","1,361.16","1,303.86","1,354.83"
158,2022-05-16,"1,351.67","1,352.97","1,327.14","1,329.39"
157,2022-05-17,"1,337.43","1,361.88","1,330.38","1,359.32"
156,2022-05-18,"1,353.80","1,353.80","1,290.71","1,296.20"
155,2022-05-19,"1,292.98","1,331.96","1,287.73","1,314.82"
154,2022-05-20,"1,322.56","1,336.31","1,282.01","1,319.90"
153,2022-05-23,"1,325.93","1,331.54","1,306.37","1,328.21"
152,2022-05-24,"1,315.86","1,315.86","1,277.03","1,290.44"
151,2022-05-25,"1,286.02","1,324.72","1,284.35","1,316.98"
150,2022-05-26,"1,322.28","1,363.19","1,321.48","1,357.59"
149,2022-05-27,"1,366.83","1,404.41","1,366.83","1,404.41"
148,2022-05-31,"1,400.08","1,400.48","1,373.72","1,381.08"
147,2022-06-01,"1,386.90","1,396.13","1,351.93","1,363.62"
146,2022-06-02,"1,364.68","1,417.06","1,364.45","1,416.97"
145,2022-06-03,"1,404.14","1,406.07","1,386.13","1,392.33"
144,2022-06-06,"1,401.03","1,411.46","1,393.23","1,398.17"
143,2022-06-07,"1,389.66","1,419.07","1,380.61","1,417.73"
142,2022-06-08,"1,413.74","1,420.96","1,399.84","1,402.43"
141,2022-06-09,"1,397.85","1,399.54","1,366.36","1,366.37"
140,2022-06-10,"1,353.51","1,353.51","1,314.66","1,317.08"
139,2022-06-13,"1,294.81","1,294.81","1,243.31","1,250.34"
138,2022-06-14,"1,252.87","1,262.43","1,238.10","1,248.24"
137,2022-06-15,"1,255.39","1,291.22","1,250.03","1,273.95"
136,2022-06-16,"1,259.11","1,259.11","1,205.33","1,213.98"
135,2022-06-17,"1,216.90","1,243.67","1,214.81","1,232.19"
134,2022-06-21,"1,241.73","1,268.76","1,241.73","1,255.87"
133,2022-06-22,"1,247.18","1,269.92","1,237.99","1,257.40"
132,2022-06-23,"1,262.13","1,293.55","1,260.07","1,290.72"
131,2022-06-24,"1,299.52","1,338.29","1,299.52","1,338.06"
130,2022-06-27,"1,340.47","1,344.70","1,323.33","1,334.22"
129,2022-06-28,"1,337.58","1,348.11","1,299.24","1,299.90"
128,2022-06-29,"1,300.05","1,300.05","1,281.29","1,291.79"
127,2022-06-30,"1,284.45","1,291.91","1,258.80","1,276.87"
126,2022-07-01,"1,276.56","1,296.32","1,269.62","1,294.91"
125,2022-07-05,"1,286.75","1,313.77","1,267.07","1,313.62"
124,2022-07-06,"1,314.43","1,322.54","1,299.54","1,310.29"
123,2022-07-07,"1,314.05","1,344.28","1,314.05","1,342.27"
122,2022-07-08,"1,338.41","1,348.39","1,324.24","1,338.23"
121,2022-07-11,"1,334.85","1,334.85","1,312.04","1,314.69"
120,2022-07-12,"1,314.49","1,327.93","1,290.63","1,297.55"
119,2022-07-13,"1,285.01","1,302.38","1,269.11","1,292.81"
118,2022-07-14,"1,284.70","1,284.70","1,259.02","1,281.43"
117,2022-07-15,"1,291.14","1,308.44","1,285.04","1,308.44"
116,2022-07-18,"1,308.91","1,310.45","1,299.43","1,303.69"
115,2022-07-19,"1,316.51","1,347.94","1,316.51","1,347.22"
114,2022-07-20,"1,348.96","1,376.29","1,348.95","1,372.47"
113,2022-07-21,"1,368.36","1,390.59","1,365.46","1,390.53"
112,2022-07-22,"1,392.54","1,400.59","1,360.88","1,368.04"
111,2022-07-25,"1,368.17","1,368.17","1,354.61","1,365.23"
110,2022-07-26,"1,360.70","1,360.70","1,340.40","1,343.99"
109,2022-07-27,"1,353.42","1,394.37","1,353.42","1,388.67"
108,2022-07-28,"1,392.46","1,419.57","1,380.33","1,418.63"
107,2022-07-29,"1,418.35","1,435.24","1,410.64","1,432.74"
106,2022-08-01,"1,420.66","1,442.00","1,414.32","1,432.91"
105,2022-08-02,"1,425.11","1,450.52","1,424.42","1,435.52"
104,2022-08-03,"1,444.20","1,462.17","1,440.82","1,458.38"
103,2022-08-04,"1,456.13","1,458.30","1,446.67","1,456.19"
102,2022-08-05,"1,440.86","1,467.37","1,438.94","1,466.58"
101,2022-08-08,"1,470.19","1,490.12","1,469.86","1,471.97"
100,2022-08-09,"1,467.23","1,467.23","1,443.06","1,447.26"
99,2022-08-10,"1,467.96","1,495.97","1,467.96","1,495.11"
98,2022-08-11,"1,504.48","1,520.09","1,488.56","1,490.59"
97,2022-08-12,"1,493.84","1,516.56","1,492.91","1,516.36"
96,2022-08-15,"1,512.17","1,523.06","1,506.30","1,520.44"
95,2022-08-16,"1,516.64","1,527.49","1,503.64","1,519.78"
94,2022-08-17,"1,512.02","1,512.02","1,489.84","1,499.02"
93,2022-08-18,"1,499.63","1,506.69","1,494.86","1,503.33"
92,2022-08-19,"1,496.92","1,496.92","1,468.79","1,473.37"
91,2022-08-22,"1,454.54","1,455.78","1,439.08","1,441.44"
90,2022-08-23,"1,441.95","1,455.48","1,438.48","1,439.68"
89,2022-08-24,"1,441.31","1,457.45","1,439.80","1,450.85"
88,2022-08-25,"1,461.26","1,474.27","1,457.49","1,474.02"
87,2022-08-26,"1,473.63","1,473.63","1,420.20","1,420.20"
86,2022-08-29,"1,405.66","1,420.80","1,404.07","1,407.82"
85,2022-08-30,"1,414.45","1,416.33","1,385.32","1,394.01"
84,2022-08-31,"1,400.56","1,407.79","1,383.11","1,384.68"
83,2022-09-01,"1,370.10","1,372.84","1,346.69","1,372.32"
82,2022-09-02,"1,386.91","1,393.15","1,357.74","1,363.94"
81,2022-09-06,"1,366.06","1,370.57","1,348.66","1,360.44"
80,2022-09-07,"1,360.28","1,397.02","1,360.13","1,394.48"
79,2022-09-08,"1,389.28","1,413.75","1,380.50","1,413.65"
78,2022-09-09,"1,419.82","1,444.31","1,419.82","1,441.16"
77,2022-09-12,"1,444.34","1,454.88","1,443.91","1,454.71"
76,2022-09-13,"1,433.87","1,433.87","1,390.23","1,393.57"
75,2022-09-14,"1,395.68","1,404.72","1,384.57","1,399.06"
74,2022-09-15,"1,394.19","1,410.14","1,379.26","1,384.89"
73,2022-09-16,"1,377.03","1,377.03","1,350.67","1,363.51"
72,2022-09-19,"1,356.22","1,373.43","1,351.04","1,372.78"
71,2022-09-20,"1,365.13","1,365.13","1,343.45","1,351.52"
70,2022-09-21,"1,357.89","1,375.13","1,330.44","1,330.53"
69,2022-09-22,"1,328.36","1,328.36","1,293.71","1,295.74"
68,2022-09-23,"1,287.53","1,287.53","1,257.54","1,274.93"
67,2022-09-26,"1,273.11","1,289.01","1,258.77","1,259.02"
66,2022-09-27,"1,270.39","1,285.23","1,255.89","1,264.71"
65,2022-09-28,"1,269.18","1,306.84","1,269.18","1,301.34"
64,2022-09-29,"1,299.04","1,299.04","1,265.86","1,277.74"
63,2022-09-30,"1,276.46","1,297.91","1,265.57","1,266.19"
62,2022-10-03,"1,279.71","1,309.02","1,272.50","1,302.26"
61,2022-10-04,"1,321.86","1,353.22","1,321.86","1,353.15"
60,2022-10-05,"1,336.75","1,358.85","1,325.80","1,350.69"
59,2022-10-06,"1,348.85","1,361.01","1,340.52","1,343.85"
58,2022-10-07,"1,327.87","1,327.87","1,295.12","1,301.88"
57,2022-10-10,"1,305.82","1,305.82","1,274.34","1,284.68"
56,2022-10-11,"1,281.26","1,291.67","1,259.32","1,271.66"
55,2022-10-12,"1,273.52","1,273.92","1,261.04","1,266.60"
54,2022-10-13,"1,237.64","1,293.50","1,225.37","1,286.41"
53,2022-10-14,"1,298.14","1,303.16","1,247.37","1,248.67"
52,2022-10-17,"1,262.04","1,294.49","1,262.04","1,288.80"
51,2022-10-18,"1,304.76","1,325.43","1,296.98","1,308.56"
50,2022-10-19,"1,301.66","1,301.66","1,275.45","1,284.66"
49,2022-10-20,"1,285.97","1,302.01","1,270.30","1,274.25"
48,2022-10-21,"1,273.63","1,301.54","1,262.10","1,299.98"
47,2022-10-24,"1,305.45","1,313.63","1,288.88","1,310.52"
46,2022-10-25,"1,313.45","1,347.06","1,313.45","1,345.74"
45,2022-10-26,"1,342.09","1,368.46","1,338.70","1,343.85"
44,2022-10-27,"1,350.97","1,363.27","1,342.59","1,344.86"
43,2022-10-28,"1,343.31","1,370.95","1,336.63","1,370.08"
42,2022-10-31,"1,363.31","1,374.85","1,358.59","1,365.28"
41,2022-11-01,"1,379.59","1,389.75","1,366.24","1,370.97"
40,2022-11-02,"1,366.72","1,376.75","1,322.83","1,323.06"
39,2022-11-03,"1,311.11","1,330.99","1,300.46","1,317.21"
38,2022-11-04,"1,333.76","1,337.49","1,299.74","1,322.88"
37,2022-11-07,"1,330.26","1,333.56","1,315.37","1,330.99"
36,2022-11-08,"1,336.04","1,357.05","1,325.88","1,341.91"
35,2022-11-09,"1,333.72","1,335.39","1,309.71","1,311.71"
34,2022-11-10,"1,347.96","1,405.07","1,347.96","1,403.85"
33,2022-11-11,"1,408.56","1,431.25","1,406.46","1,424.25"
32,2022-11-14,"1,419.92","1,427.77","1,405.75","1,405.92"
31,2022-11-15,"1,425.30","1,439.42","1,418.47","1,430.03"
30,2022-11-16,"1,422.78","1,422.78","1,403.69","1,405.63"
29,2022-11-17,"1,392.63","1,392.63","1,372.93","1,387.06"
28,2022-11-18,"1,398.73","1,403.98","1,381.24","1,393.43"
27,2022-11-21,"1,388.15","1,389.20","1,380.76","1,385.71"
26,2022-11-22,"1,388.90","1,405.25","1,386.01","1,404.97"
25,2022-11-23,"1,405.21","1,420.04","1,404.66","1,415.64"
24,2022-11-25,"1,414.48","1,419.52","1,412.02","1,417.39"
23,2022-11-28,"1,408.52","1,412.69","1,391.02","1,394.07"
22,2022-11-29,"1,395.39","1,400.79","1,388.15","1,391.11"
21,2022-11-30,"1,389.69","1,438.20","1,386.16","1,438.18"
20,2022-12-01,"1,442.90","1,454.86","1,436.85","1,449.07"
19,2022-12-02,"1,433.84","1,451.28","1,425.70","1,446.66"
18,2022-12-05,"1,439.14","1,439.14","1,405.62","1,409.79"
17,2022-12-06,"1,408.49","1,408.81","1,374.00","1,383.85"
16,2022-12-07,"1,381.55","1,392.00","1,378.14","1,383.84"
15,2022-12-08,"1,391.17","1,407.24","1,387.23","1,400.74"
14,2022-12-09,"1,396.43","1,399.78","1,385.27","1,385.56"
13,2022-12-12,"1,388.70","1,409.67","1,388.20","1,409.62"
12,2022-12-13,"1,434.02","1,456.31","1,414.64","1,425.26"
11,2022-12-14,"1,424.15","1,434.79","1,406.55","1,417.17"
10,2022-12-15,"1,403.33","1,403.33","1,373.09","1,375.77"
9,2022-12-16,"1,367.64","1,370.53","1,353.04","1,361.84"
8,2022-12-19,"1,361.42","1,361.42","1,336.99","1,341.88"
7,2022-12-20,"1,337.81","1,350.71","1,333.58","1,345.79"
6,2022-12-21,"1,351.35","1,370.76","1,349.97","1,368.34"
5,2022-12-22,"1,360.26","1,360.26","1,325.02","1,346.47"
4,2022-12-23,"1,344.49","1,350.76","1,335.96","1,350.62"
3,2022-12-27,"1,349.97","1,350.63","1,337.42","1,342.69"
2,2022-12-28,"1,342.28","1,346.83","1,325.31","1,325.73"
1,2022-12-29,"1,330.36","1,359.45","1,330.36","1,355.83"
0,2022-12-30,"1,350.01","1,350.99","1,336.49","1,350.75"
249,2023-01-03,"1,355.79","1,367.86","1,332.29","1,341.14"
248,2023-01-04,"1,355.79","1,367.86","1,332.29","1,357.81"
247,2023-01-05,"1,350.57","1,350.57","1,335.25","1,339.08"
246,2023-01-06,"1,347.42","1,367.68","1,336.01","1,363.47"
245,2023-01-09,"1,369.76","1,386.81","1,368.40","1,370.83"
244,2023-01-10,"1,368.89","1,386.57","1,367.67","1,386.44"
243,2023-01-11,"1,392.22","1,409.23","1,392.06","1,409.23"
242,2023-01-12,"1,410.89","1,416.46","1,393.68","1,413.50"
241,2023-01-13,"1,404.50","1,422.83","1,401.36","1,422.08"
240,2023-01-17,"1,421.61","1,431.37","1,417.60","1,426.71"
239,2023-01-18,"1,432.81","1,445.83","1,410.31","1,410.66"
238,2023-01-19,"1,403.74","1,403.74","1,386.34","1,389.96"
237,2023-01-20,"1,393.80","1,421.87","1,391.56","1,421.38"
236,2023-01-23,"1,424.25","1,449.74","1,423.41","1,446.76"
235,2023-01-24,"1,441.26","1,443.46","1,434.43","1,437.76"
234,2023-01-25,"1,426.51","1,437.89","1,407.43","1,437.05"
233,2023-01-26,"1,443.50","1,454.94","1,438.47","1,454.59"
232,2023-01-27,"1,450.94","1,468.13","1,448.02","1,460.91"
231,2023-01-30,"1,455.19","1,458.50","1,439.30","1,439.84"
230,2023-01-31,"1,441.89","1,468.29","1,441.89","1,468.20"
229,2023-02-01,"1,466.25","1,506.01","1,462.58","1,497.42"
228,2023-02-02,"1,504.33","1,535.11","1,504.33","1,525.84"
227,2023-02-03,"1,516.87","1,522.00","1,499.21","1,503.37"
226,2023-02-06,"1,495.68","1,499.41","1,484.97","1,488.29"
225,2023-02-07,"1,484.99","1,512.16","1,473.80","1,508.37"
224,2023-02-08,"1,505.04","1,510.97","1,491.72","1,494.07"
223,2023-02-09,"1,505.74","1,513.23","1,478.23","1,482.31"
222,2023-02-10,"1,477.40","1,480.62","1,468.57","1,475.83"
221,2023-02-13,"1,479.39","1,498.32","1,475.70","1,496.21"
220,2023-02-14,"1,492.31","1,514.04","1,486.01","1,506.41"
219,2023-02-15,"1,503.03","1,528.91","1,501.42","1,528.75"
218,2023-02-16,"1,514.92","1,522.64","1,502.90","1,506.45"
217,2023-02-17,"1,502.58","1,502.58","1,484.40","1,494.43"
216,2023-02-21,"1,484.03","1,484.03","1,456.52","1,456.90"
215,2023-02-22,"1,459.55","1,466.35","1,451.97","1,458.42"
214,2023-02-23,"1,464.10","1,469.94","1,447.17","1,466.09"
213,2023-02-24,"1,452.50","1,452.50","1,439.35","1,447.81"
212,2023-02-27,"1,456.69","1,467.82","1,451.47","1,454.46"
211,2023-02-28,"1,453.63","1,463.35","1,452.07","1,452.45"
210,2023-03-01,"1,452.72","1,457.80","1,446.00","1,450.71"
209,2023-03-02,"1,445.00","1,469.88","1,439.63","1,467.61"
208,2023-03-03,"1,469.86","1,493.16","1,469.86","1,491.36"
207,2023-03-06,"1,489.90","1,498.27","1,479.42","1,481.15"
206,2023-03-07,"1,481.22","1,486.75","1,461.98","1,463.68"
205,2023-03-08,"1,464.18","1,469.81","1,458.60","1,468.34"
204,2023-03-09,"1,468.94","1,474.82","1,433.32","1,434.35"
203,2023-03-10,"1,433.01","1,433.01","1,389.69","1,397.40"
202,2023-03-13,"1,389.84","1,409.62","1,373.02","1,393.20"
201,2023-03-14,"1,402.58","1,424.84","1,400.29","1,414.90"
200,2023-03-15,"1,405.05","1,405.05","1,373.66","1,392.96"
199,2023-03-16,"1,389.22","1,418.84","1,382.88","1,416.52"
198,2023-03-17,"1,415.10","1,415.10","1,387.73","1,393.56"
197,2023-03-20,"1,394.92","1,410.57","1,394.53","1,407.76"
196,2023-03-21,"1,415.88","1,437.52","1,415.88","1,434.47"
195,2023-03-22,"1,433.98","1,442.34","1,403.64","1,403.97"
194,2023-03-23,"1,409.02","1,431.44","1,395.20","1,406.50"
193,2023-03-24,"1,402.74","1,406.09","1,385.64","1,405.24"
192,2023-03-27,"1,411.95","1,421.40","1,408.11","1,414.04"
191,2023-03-28,"1,412.94","1,417.54","1,407.17","1,413.82"
190,2023-03-29,"1,422.71","1,437.24","1,422.71","1,435.81"
189,2023-03-30,"1,443.51","1,450.40","1,437.43","1,442.91"
188,2023-03-31,"1,446.52","1,471.45","1,446.52","1,471.13"
187,2023-04-03,"1,469.20","1,471.32","1,457.92","1,470.26"
186,2023-04-04,"1,471.56","1,474.01","1,450.50","1,455.49"
185,2023-04-05,"1,451.92","1,451.92","1,429.57","1,435.29"
184,2023-04-06,"1,432.63","1,436.78","1,422.43","1,435.19"
183,2023-04-10,"1,430.24","1,448.15","1,425.94","1,448.04"
182,2023-04-11,"1,450.21","1,462.22","1,450.21","1,456.51"
181,2023-04-12,"1,462.50","1,470.94","1,448.61","1,449.78"
180,2023-04-13,"1,453.45","1,469.13","1,452.45","1,467.29"
179,2023-04-14,"1,464.82","1,475.38","1,452.89","1,462.13"
178,2023-04-17,"1,462.78","1,469.75","1,459.46","1,469.73"
177,2023-04-18,"1,474.55","1,480.58","1,468.12","1,472.82"
176,2023-04-19,"1,468.18","1,469.81","1,460.31","1,467.98"
