iShares Russell Mid-Cap Growth ETF
Fund Holdings as of,"Jan 07, 2026"
Inception Date,"Jul 17, 2001"
Shares Outstanding,"149,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"FOUR","SHIFT4 PAYMENTS INC CLASS A","Financials","Equity","29,696,659.58","0.14","29,696,659.58","452,762.00","65.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","29,332,586.63","0.14","29,332,586.63","29,332,587.00","1.00","United States","-","USD","1.00","USD","-"
"PSX","PHILLIPS","Energy","Equity","27,444,462.48","0.13","27,444,462.48","199,046.00","137.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","26,851,653.85","0.13","26,851,653.85","241,885.00","111.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","26,582,147.00","0.13","26,582,147.00","65,554.00","405.50","United States","NASDAQ","USD","1.00","USD","-"
"HLNE","HAMILTON LANE INC CLASS A","Financials","Equity","26,344,325.00","0.12","26,344,325.00","181,685.00","145.00","United States","NASDAQ","USD","1.00","USD","-"
"MTN","VAIL RESORTS INC","Consumer Discretionary","Equity","26,055,435.95","0.12","26,055,435.95","193,937.00","134.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","25,996,127.85","0.12","25,996,127.85","141,939.00","183.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","25,653,747.14","0.12","25,653,747.14","62,671.00","409.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CORT","CORCEPT THERAPEUTICS INC","Health Care","Equity","24,066,317.00","0.11","24,066,317.00","650,441.00","37.00","United States","NASDAQ","USD","1.00","USD","-"
"ETSY","ETSY INC","Consumer Discretionary","Equity","23,955,530.56","0.11","23,955,530.56","387,881.00","61.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","23,831,004.30","0.11","23,831,004.30","166,767.00","142.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VVV","VALVOLINE INC","Consumer Discretionary","Equity","23,451,240.96","0.11","23,451,240.96","775,504.00","30.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","23,437,284.64","0.11","23,437,284.64","122,171.00","191.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","23,396,269.30","0.11","23,396,269.30","162,587.00","143.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","23,368,410.86","0.11","23,368,410.86","438,761.00","53.26","United States","NASDAQ","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","22,871,986.60","0.11","22,871,986.60","51,911.00","440.60","United States","NASDAQ","USD","1.00","USD","-"
"S","SENTINELONE INC CLASS A","Information Technology","Equity","22,628,374.75","0.11","22,628,374.75","1,457,075.00","15.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","22,586,736.64","0.11","22,586,736.64","105,664.00","213.76","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP INC","Real Estate","Equity","22,125,951.08","0.10","22,125,951.08","358,838.00","61.66","United States","NASDAQ","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","21,995,075.45","0.10","21,995,075.45","38,345.00","573.61","United States","NASDAQ","USD","1.00","USD","-"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","21,927,123.90","0.10","21,927,123.90","121,770.00","180.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","21,307,689.36","0.10","21,307,689.36","110,839.00","192.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","21,260,642.25","0.10","21,260,642.25","90,183.00","235.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","20,299,281.21","0.10","20,299,281.21","43,433.00","467.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Industrials","Equity","20,179,284.56","0.10","20,179,284.56","59,302.00","340.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","19,820,338.56","0.09","19,820,338.56","161,456.00","122.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","Equity","19,675,288.56","0.09","19,675,288.56","742,744.00","26.49","United States","NASDAQ","USD","1.00","USD","-"
"LOAR","LOAR HOLDINGS INC","Industrials","Equity","18,959,037.39","0.09","18,959,037.39","269,037.00","70.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS INC","Information Technology","Equity","18,650,642.82","0.09","18,650,642.82","109,311.00","170.62","United States","NASDAQ","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS INC","Health Care","Equity","18,453,448.26","0.09","18,453,448.26","186,342.00","99.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","17,458,284.69","0.08","17,458,284.69","78,687.00","221.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","16,684,794.90","0.08","16,684,794.90","170,514.00","97.85","United States","NASDAQ","USD","1.00","USD","-"
"JEF","JEFFERIES FINANCIAL GROUP INC","Financials","Equity","16,659,962.05","0.08","16,659,962.05","257,615.00","64.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","16,609,811.79","0.08","16,609,811.79","95,147.00","174.57","United States","NASDAQ","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","16,583,042.58","0.08","16,583,042.58","210,418.00","78.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AWI","ARMSTRONG WORLD INDUSTRIES INC","Industrials","Equity","16,466,324.16","0.08","16,466,324.16","86,944.00","189.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","16,390,215.36","0.08","16,390,215.36","29,088.00","563.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNG","RINGCENTRAL INC CLASS A","Information Technology","Equity","16,039,917.32","0.08","16,039,917.32","551,579.00","29.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMMT","SUMMIT THERAPEUTICS INC","Health Care","Equity","15,524,782.64","0.07","15,524,782.64","816,664.00","19.01","United States","NASDAQ","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","15,358,893.00","0.07","15,358,893.00","634,665.00","24.20","United States","NASDAQ","USD","1.00","USD","-"
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Consumer Discretionary","Equity","15,297,055.74","0.07","15,297,055.74","236,394.00","64.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","15,171,832.00","0.07","15,171,832.00","90,400.00","167.83","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","14,563,180.32","0.07","14,563,180.32","341,538.00","42.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","14,347,977.60","0.07","14,347,977.60","36,520.00","392.88","United States","NASDAQ","USD","1.00","USD","-"
"FRHC","FREEDOM HOLDING CORP","Financials","Equity","13,755,520.45","0.07","13,755,520.45","103,495.00","132.91","United States","NASDAQ","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION INC","Information Technology","Equity","13,696,040.00","0.06","13,696,040.00","74,435.00","184.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","13,671,350.70","0.06","13,671,350.70","155,533.00","87.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","13,513,395.39","0.06","13,513,395.39","40,773.00","331.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","Equity","13,440,899.15","0.06","13,440,899.15","650,891.00","20.65","Australia","New York Stock Exchange Inc.","USD","1.00","USD","-"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","13,302,300.59","0.06","13,302,300.59","120,941.00","109.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHALB","U HAUL NON VOTING SERIES N","Industrials","Equity","13,056,997.80","0.06","13,056,997.80","266,035.00","49.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","12,892,084.60","0.06","12,892,084.60","116,882.00","110.30","United States","NASDAQ","USD","1.00","USD","-"
"SITE","SITEONE LANDSCAPE SUPPLY INC","Industrials","Equity","12,640,113.20","0.06","12,640,113.20","97,955.00","129.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS INC","Health Care","Equity","12,611,040.30","0.06","12,611,040.30","537,555.00","23.46","United States","NASDAQ","USD","1.00","USD","-"
"PEGA","PEGASYSTEMS INC","Information Technology","Equity","12,107,062.38","0.06","12,107,062.38","198,933.00","60.86","United States","NASDAQ","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","11,936,163.74","0.06","11,936,163.74","135,346.00","88.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","11,934,657.24","0.06","11,934,657.24","72,017.00","165.72","United States","NASDAQ","USD","1.00","USD","-"
"SN","SHARKNINJA INC","Consumer Discretionary","Equity","11,485,275.60","0.05","11,485,275.60","97,465.00","117.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTEK","TETRA TECH INC","Industrials","Equity","11,377,475.58","0.05","11,377,475.58","336,811.00","33.78","United States","NASDAQ","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","11,343,961.45","0.05","11,343,961.45","132,137.00","85.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","10,940,480.16","0.05","10,940,480.16","33,494.00","326.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","10,730,896.68","0.05","10,730,896.68","410,988.00","26.11","United States","NASDAQ","USD","1.00","USD","-"
"ALLY","ALLY FINANCIAL INC","Financials","Equity","10,427,572.40","0.05","10,427,572.40","224,008.00","46.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNL","TRAVEL LEISURE","Consumer Discretionary","Equity","10,203,471.08","0.05","10,203,471.08","138,974.00","73.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","10,045,668.85","0.05","10,045,668.85","42,385.00","237.01","United States","NASDAQ","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","9,781,393.70","0.05","9,781,393.70","98,345.00","99.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DBX","DROPBOX INC CLASS A","Information Technology","Equity","9,242,988.30","0.04","9,242,988.30","338,571.00","27.30","United States","NASDAQ","USD","1.00","USD","-"
"LOPE","GRAND CANYON EDUCATION INC","Consumer Discretionary","Equity","8,966,585.61","0.04","8,966,585.61","53,211.00","168.51","United States","NASDAQ","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","8,675,682.42","0.04","8,675,682.42","66,973.00","129.54","United States","NASDAQ","USD","1.00","USD","-"
"LYFT","LYFT INC CLASS A","Industrials","Equity","8,329,932.84","0.04","8,329,932.84","424,131.00","19.64","United States","NASDAQ","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","8,266,571.83","0.04","8,266,571.83","77,891.00","106.13","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DJT","TRUMP MEDIA TECHNOLOGY GROUP CORP","Communication","Equity","8,160,518.34","0.04","8,160,518.34","599,157.00","13.62","United States","NASDAQ","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","7,855,407.12","0.04","7,855,407.12","163,416.00","48.07","United States","NASDAQ","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","7,847,355.13","0.04","7,847,355.13","53,387.00","146.99","United States","NASDAQ","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","7,739,422.80","0.04","7,739,422.80","208,049.00","37.20","United States","NASDAQ","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","7,695,156.00","0.04","7,695,156.00","45,520.00","169.05","United States","NASDAQ","USD","1.00","USD","-"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","7,198,046.38","0.03","7,198,046.38","70,826.00","101.63","United States","NASDAQ","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","7,165,761.90","0.03","7,165,761.90","67,506.00","106.15","United States","NASDAQ","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","6,926,799.54","0.03","6,926,799.54","19,191.00","360.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALK","ALASKA AIR GROUP INC","Industrials","Equity","6,814,781.40","0.03","6,814,781.40","136,843.00","49.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","6,797,383.00","0.03","6,797,383.00","97,945.00","69.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","6,698,990.64","0.03","6,698,990.64","154,248.00","43.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","Industrials","Equity","6,435,569.76","0.03","6,435,569.76","311,952.00","20.63","United States","NASDAQ","USD","1.00","USD","-"
"LAZ","LAZARD INC","Financials","Equity","6,309,627.36","0.03","6,309,627.36","122,851.00","51.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC CLASS A","Consumer Discretionary","Equity","6,031,503.36","0.03","6,031,503.36","18,432.00","327.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","5,956,341.02","0.03","5,956,341.02","58,562.00","101.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLD","TOPBUILD CORP","Consumer Discretionary","Equity","5,838,916.38","0.03","5,838,916.38","13,834.00","422.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"U","UNITY SOFTWARE INC","Information Technology","Equity","5,837,968.08","0.03","5,837,968.08","128,703.00","45.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","5,549,989.05","0.03","5,549,989.05","89,415.00","62.07","United States","NASDAQ","USD","1.00","USD","-"
"SLM","SLM CORP","Financials","Equity","5,524,432.60","0.03","5,524,432.60","199,438.00","27.70","United States","NASDAQ","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","5,478,657.11","0.03","5,478,657.11","52,939.00","103.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BPOP","POPULAR INC","Financials","Equity","5,393,189.95","0.03","5,393,189.95","41,785.00","129.07","United States","NASDAQ","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS INC","Communication","Equity","5,334,121.56","0.03","5,334,121.56","475,836.00","11.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","5,272,433.76","0.03","5,272,433.76","109,432.00","48.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","5,159,475.52","0.02","5,159,475.52","40,613.00","127.04","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","5,011,202.70","0.02","5,011,202.70","17,106.00","292.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","4,709,058.64","0.02","4,709,058.64","149,684.00","31.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIRK","BIRKENSTOCK HOLDING PLC","Consumer Discretionary","Equity","4,655,886.72","0.02","4,655,886.72","111,066.00","41.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","4,594,031.40","0.02","4,594,031.40","124,770.00","36.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAR","DARLING INGREDIENTS INC","Consumer Staples","Equity","4,548,627.20","0.02","4,548,627.20","123,604.00","36.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AAL","AMERICAN AIRLINES GROUP INC","Industrials","Equity","4,538,105.91","0.02","4,538,105.91","283,809.00","15.99","United States","NASDAQ","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","4,153,367.08","0.02","4,153,367.08","246,637.00","16.84","Brazil","NASDAQ","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE SERIES A","Communication","Equity","4,126,610.96","0.02","4,126,610.96","48,617.00","84.88","United States","NASDAQ","USD","1.00","USD","-"
"CRCL","CIRCLE INTERNET GROUP INC CLASS A","Information Technology","Equity","4,064,798.42","0.02","4,064,798.42","50,438.00","80.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","3,986,026.72","0.02","3,986,026.72","9,074.00","439.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEN","WENDYS","Consumer Discretionary","Equity","3,962,730.48","0.02","3,962,730.48","482,084.00","8.22","United States","NASDAQ","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","3,934,285.36","0.02","3,934,285.36","23,798.00","165.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RH","RH","Consumer Discretionary","Equity","3,649,474.50","0.02","3,649,474.50","17,673.00","206.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","3,240,070.50","0.02","3,240,070.50","21,075.00","153.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","3,022,227.00","0.01","3,022,227.00","71,532.00","42.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","2,825,028.96","0.01","2,825,028.96","13,548.00","208.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","Information Technology","Equity","2,806,659.45","0.01","2,806,659.45","103,605.00","27.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NIQ","NIQ GLOBAL INTELLIGENCE PLC","Communication","Equity","2,781,612.08","0.01","2,781,612.08","163,336.00","17.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SARO","STANDARDAERO","Industrials","Equity","2,739,868.56","0.01","2,739,868.56","90,246.00","30.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","2,632,670.27","0.01","2,632,670.27","104,017.00","25.31","United States","NASDAQ","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","2,573,174.80","0.01","2,573,174.80","136,871.00","18.80","United States","NASDAQ","USD","1.00","USD","-"
"NXST","NEXSTAR MEDIA GROUP INC","Communication","Equity","2,399,744.60","0.01","2,399,744.60","11,660.00","205.81","United States","NASDAQ","USD","1.00","USD","-"
"FIGR","FIGURE TECHNOLOGY SOLUTIONS INC CL","Financials","Equity","2,320,496.70","0.01","2,320,496.70","42,430.00","54.69","United States","NASDAQ","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","2,214,020.00","0.01","2,214,020.00","2,214,020.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"CAI","CARIS LIFE SCIENCES INC","Health Care","Equity","2,206,418.70","0.01","2,206,418.70","76,665.00","28.78","United States","NASDAQ","USD","1.00","USD","-"
"GLOB","GLOBANT SA","Information Technology","Equity","2,015,110.40","0.01","2,015,110.40","28,640.00","70.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VKTX","VIKING THERAPEUTICS INC","Health Care","Equity","1,908,865.76","0.01","1,908,865.76","58,952.00","32.38","United States","NASDAQ","USD","1.00","USD","-"
"RLI","RLI CORP","Financials","Equity","1,802,594.76","0.01","1,802,594.76","30,174.00","59.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLIBK","GCI LIBERTY INC SERIES C","Communication","Equity","1,758,352.40","0.01","1,758,352.40","46,952.00","37.45","United States","NASDAQ","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","1,706,207.25","0.01","1,706,207.25","1,706,207.00","100.00","United States","-","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","1,480,764.70","0.01","1,480,764.70","3,215.00","460.58","United States","NASDAQ","USD","1.00","USD","-"
"BLSH","BULLISH","Financials","Equity","1,383,091.50","0.01","1,383,091.50","35,238.00","39.25","Cayman Islands","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","1,333,218.60","0.01","1,333,218.60","27,845.00","47.88","United States","NASDAQ","USD","1.00","USD","-"
"UHAL","U HAUL HOLDING","Industrials","Equity","1,251,025.10","0.01","1,251,025.10","23,582.00","53.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRDM","IRIDIUM COMMUNICATIONS INC","Communication","Equity","890,262.00","0.00","890,262.00","49,459.00","18.00","United States","NASDAQ","USD","1.00","USD","-"
"UWMC","UWM HOLDINGS CORP CLASS A","Financials","Equity","736,035.73","0.00","736,035.73","158,971.00","4.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLIBA","GCI LIBERTY INC SERIES A","Communication","Equity","208,935.87","0.00","208,935.87","5,603.00","37.29","United States","NASDAQ","USD","1.00","USD","-"
"NQH6","NASDAQ 100 E-MINI MAR 26","Cash and/or Derivatives","Futures","0.00","0.00","10,852,275.00","21.00","25,838.75","-","Index And Options Market","USD","1.00","USD","-"
"RTYH6","RUSSELL 2000 EMINI CME MAR 26","Cash and/or Derivatives","Futures","0.00","0.00","17,738,075.00","137.00","2,589.50","-","Chicago Mercantile Exchange","USD","1.00","USD","-"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
